GPSWeek [weeks];GPSSecondsOfWeek [s];Longitude (GT Lon) [deg];Longitude Cov (GT Lon) [deg];Latitude (GT Lat) [deg];Latitude Cov (GT Lat) [deg];Height above ellipsoid (GT Height) [m];Height above ellipsoid Cov (GT Height) [m];Heading (0° = East, counterclockwise) - (GT Heading) [rad];Heading Cov (0° = East, counterclockwise) - (GT Heading) [rad];Acceleration (GT Acceleration) [ms^2];Acceleration Cov (GT Acceleration) [ms^2];Velocity (GT Velocity) [m/s];Velocity Cov (GT Velocity) [m/s];Yaw-Rate (GT Yaw-rate) [rad/s];Yaw-Rate Cov (GT Yaw-rate) [rad/s];Measurement time of week (rcvTow) [s];GPS week number (week) [weeks];GPS leap seconds (leapS) [s];Number of measurements to follow (numMeas) [];Receiver tracking status (recStat) [];Pseudorange measurement (prMes) [m];Carrier phase measurement (cpMes) [cycles];Doppler measurement (doMes) [Hz];GNSS identifier (gnssId) [];Satellite identifier (svId) [];Frequency slot - only Glonass (freqId) [];Carrier phase locktime counter (locktime) [ms];Carrier-to-noise density ratio (cno) [dbHz];Estimated pseudorange measurement standard deviation (prStdev) [m];Estimated carrier phase measurement standard deviation (cpStdev) [cycles];Estimated Doppler measurement standard deviation (doStdev) [Hz];Tracking status (trkStat) [];NLOS (0 == no, 1 == yes, # == No Information);Elevation;Azimuth
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;19697354.1743519;105330633.098652;2025.637;Glonass;20;9;500;32;5.12;0.06;2.048;1;0;59.88324881062344;135.34082252146027
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;22644032.5354933;120832896.405772;1070.684;Glonass;2;3;0;32;10.24;0.06;8.192;1;1;18.15038476199109;337.0283846672523
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;22754824.8578836;119577415.907496;-2918.771;GPS;19;0;53440;39;2.56;0.016;1.024;7;0;28.70190431381723;49.605241198424665
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;22210168.6879681;116715223.377697;490.4785;GPS;32;0;0;37;20.48;0.06;8.192;1;1;35.612869675884674;288.6776852298255
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;22780502.8319372;121774863.756845;-2483.312;Glonass;1;8;0;36;20.48;0.06;8.192;1;1;17.39515231071098;280.6889987914799
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;19091995.2305891;101771121.792495;-43.38452;Glonass;10;0;64500;48;1.28;0.008;0.512;15;0;76.16428374307598;58.069622231293806
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;22487871.7419308;120337186.544535;4763.556;Glonass;21;11;0;32;10.24;0.06;8.192;1;1;19.546559432543113;182.12588269317428
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;23685449.3324951;124467875.443213;4076.758;GPS;29;0;0;35;20.48;0.06;8.192;1;1;16.182752371047666;205.410903267593
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;20884893.7316388;111720146.832779;-2414.942;Glonass;19;10;0;37;20.48;0.06;8.192;1;1;39.58201437228085;41.08765580993901
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;22584678.9877438;118683314.35791;1467.183;GPS;14;0;360;35;10.24;0.032;4.096;3;1;33.1655257924944;300.9171992654565
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;20891261.1285523;111636564.842621;3328.942;Glonass;11;7;0;30;20.48;0.06;8.192;1;1;;
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;22801340.3502429;119821851.65116;943.1467;GPS;6;0;0;32;20.48;0.06;8.192;1;0;27.691419511961325;73.99108114863844
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;21359845.0635566;112246743.15634;-2306.76;GPS;24;0;0;34;10.24;0.06;4.096;1;1;48.744125714893464;146.64200789999393
1900;126861.19999996811;13.3728798096652;0.0010743717716098;52.5077906036091;0.0021635436473641;75.839365192689;0.0007133540483224;-2.54024939588271;7.66030031176719e-07;-0.722219020397461;0.0122143785488377;5.49252546677599;0.000318907578691;-0.0256880691740662;1.98019938350735e-06;126861.199999968;1900;17;15;1;21140303.1805275;111093042.385912;2464.042;GPS;25;0;120;42;10.24;0.024;4.096;3;1;49.76185424356715;268.519282009728
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;19827592.1192677;104194704.683146;113.4189;GPS;12;0;64500;49;1.28;0.008;0.512;15;0;85.07551014579805;359.025162556268
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;19697240.6999485;105330013.766436;2035.178;Glonass;20;9;0;32;5.12;0.06;2.048;1;0;59.88556555332318;135.33703452952386
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;22643974.9803127;120832588.795306;1071.175;Glonass;2;3;0;26;10.24;0.06;4.096;1;1;18.150837538180046;337.02592720537143
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;22754991.5510886;119578291.775998;-2920.592;GPS;19;0;53740;42;2.56;0.02;1.024;7;1;28.699916549848393;49.60444178188192
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;22210138.4423782;116715064.624271;491.2109;GPS;32;0;0;35;20.48;0.06;8.192;1;1;35.61303498658884;288.67497284281694
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;22780639.2708272;121775593.907964;-2482.745;Glonass;1;8;20;35;10.24;0.028;4.096;1;1;17.39357178192408;280.6869039745353
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;19091997.8001337;101771134.741764;-43.18335;Glonass;10;0;64500;47;1.28;0.008;0.512;15;0;76.16332634694349;58.081129695779225
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;22487594.0348031;120335700.423653;4769.945;Glonass;21;11;100;33;10.24;0.028;4.096;3;1;19.549206520140398;182.1260744348683
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;23685210.9145327;124466623.202171;4096.924;GPS;29;0;0;38;20.48;0.06;8.192;1;1;16.184967617273468;205.41133254291117
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;20885028.8617624;111720869.056932;-2412.158;Glonass;19;10;0;34;20.48;0.06;8.192;1;0;39.579919888505586;41.08567364029909
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;22584592.3779506;118682833.006397;1473.671;GPS;14;0;40;31;10.24;0.06;4.096;1;1;33.16629446983774;300.91486227717013
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;20891072.0685308;111635554.830066;3323.242;Glonass;11;7;0;30;20.48;0.06;8.192;1;1;;
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;21765864.3533565;116065143.533977;-3029.713;Glonass;9;1;0;33;20.48;0.06;8.192;1;1;27.5753592129614;108.9572101007036
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;21359977.9949527;112247441.625814;-2304.198;GPS;24;0;0;30;10.24;0.06;4.096;1;1;48.74174004821534;146.6425308833717
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;23359946.5339609;122757347.422345;2792.215;GPS;2;0;0;29;20.48;0.06;8.192;1;1;23.306531905668727;121.86164026266346
1900;126861.49999996812;13.3728603988289;0.001072289227043;52.5077822773627;0.002277221218365;75.849828931503;0.000723416043101;-2.5476631152851;7.63063054197397e-07;-0.670845579232264;0.0122144400955491;5.28190485859523;0.0003189897293008;-0.024972355238333;1.98005406340483e-06;126861.499999968;1900;17;16;1;21140162.488147;111092303.358837;2463.135;GPS;25;0;0;48;5.12;0.06;2.048;1;1;49.76402775021439;268.5208439660414
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;19827587.7479881;104194682.12845;111.8557;GPS;12;0;64500;48;1.28;0.008;0.512;15;0;85.07516711297205;359.04372927439834
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;19697164.1327556;105329604.24525;2035.171;Glonass;20;9;0;32;5.12;0.06;2.048;1;0;59.88710999881873;135.3345097523454
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;22643937.6761097;120832390.091029;1071.66;Glonass;2;3;0;26;10.24;0.06;4.096;1;1;18.15113938426819;337.0242889859931
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;22755102.617362;119578875.42749;-2917.825;GPS;19;0;53940;41;2.56;0.02;1.024;7;1;28.69859167113389;49.60390918420575
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;22210120.1807253;116714968.53095;483.6426;GPS;32;0;0;35;20.48;0.06;8.192;1;1;35.61314493686418;288.6731645999102
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;22780730.8103069;121776082.978297;-2489.893;Glonass;1;8;0;32;20.48;0.06;8.192;1;1;17.392517859422373;280.68550763561916
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;19091999.4099163;101771143.264973;-42.80566;Glonass;10;0;64500;45;0.64;0.004;0.256;15;0;76.16268819750724;58.08880101536391
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;22487411.099808;120334747.967911;4757.846;Glonass;21;11;300;37;10.24;0.032;4.096;3;1;19.55097107076844;182.12620268829878
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;23685053.8887484;124465798.126892;4091.943;GPS;29;0;0;35;20.48;0.06;8.192;1;1;16.18644419770523;205.41161908907836
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;20885121.675108;111721365.4753;-2427.051;Glonass;19;10;0;29;20.48;0.06;8.192;1;0;39.578523837502445;41.08435256142059
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;22584539.6695679;118682556.841787;1464.377;GPS;14;0;0;32;10.24;0.06;4.096;1;1;33.166806739930244;300.9133042555986
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;20890950.1918475;111634903.39484;3312.425;Glonass;11;7;0;24;20.48;0.06;8.192;1;1;;
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;22801249.6134732;119821374.890854;939.9563;GPS;6;0;0;35;20.48;0.06;8.192;1;0;27.69218480169348;73.98700984606006
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;21765979.6251323;116065758.874699;-3038.28;Glonass;9;1;0;29;20.48;0.06;8.192;1;1;27.573916664111444;108.95843406104132
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;21360070.0928394;112247925.658463;-2315.411;GPS;24;0;0;30;10.24;0.06;4.096;1;1;48.74014958228566;146.64288025661148
1900;126861.69999996811;13.3728478095643;0.0010706550604414;52.507776894713;0.0023068761494067;75.8569475701079;0.0007299705057179;-2.55173527216539;7.60727759929867e-07;-0.592586342434515;0.0122143341782403;5.15540906897513;0.0003190513299892;-0.0126095718244414;1.97995317112473e-06;126861.699999968;1900;17;16;1;21140069.1294821;111091812.845037;2462.24;GPS;25;0;180;46;5.12;0.024;2.048;3;1;49.76547649230207;268.5218853034896
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;19827583.4290592;104194659.59418;112.3235;GPS;12;0;64500;48;1.28;0.008;0.512;15;0;85.07482379654344;359.0622910521379
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;19697087.0682315;105329191.929135;2029.367;Glonass;20;9;180;32;5.12;0.028;2.048;3;0;59.88865439614932;135.3319854336794
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;22643900.1188786;120832189.007703;1075.541;Glonass;2;3;0;32;10.24;0.06;4.096;1;1;18.151441236192863;337.022650835396
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;22755213.3782565;119579452.808831;-2915.869;GPS;19;0;0;43;5.12;0.06;2.048;1;1;28.697267037876703;49.60337687071717
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;22210099.8119587;116714861.812946;494.3848;GPS;32;0;0;35;20.48;0.06;8.192;1;1;35.61325468475328;288.6713563595457
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;22780824.4350876;121776583.252782;-2483.35;Glonass;1;8;0;32;20.48;0.06;8.192;1;1;17.391463749073473;280.6841114560864
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;19092001.0022486;101771151.86704;-44.14307;Glonass;10;0;64500;49;0.64;0.004;0.256;15;0;76.1620501472243;58.09647212120893
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;22487228.4701917;120333796.481621;4760.687;Glonass;21;11;500;34;10.24;0.036;4.096;3;1;19.552735471137016;182.12633128299794
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;23684896.0646166;124464968.411489;4087.518;GPS;29;0;20;38;10.24;0.024;4.096;1;1;16.187920568133848;205.41190592388006
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;20885215.483116;111721867.563477;-2404.785;Glonass;19;10;0;33;20.48;0.06;8.192;1;1;39.57712801290769;41.08303178459835
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;22584482.9912607;118682259.034134;1462.354;GPS;14;0;160;31;10.24;0.028;4.096;3;1;33.16731887021918;300.9117462023835
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;20890826.3258395;111634241.371709;3328.005;Glonass;11;7;0;30;20.48;0.06;8.192;1;1;;
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;22801217.0164665;119821203.203923;946.7397;GPS;6;0;0;35;20.48;0.06;8.192;1;0;27.692491221737576;73.98538182028312
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;21360160.1970387;112248398.984904;-2316.351;GPS;24;0;0;33;10.24;0.028;4.096;1;1;48.73855908935521;146.64323021382984
1900;126861.89999996813;13.3728355021516;0.001068750372227;52.5077716564245;0.0023483462390752;75.8641776703298;0.0007363886924598;-2.55288147751708;7.58093086462867e-07;-0.490032153968059;0.012214302875809;5.04738990642363;0.0003191095163133;0.0010390031731901;1.97984906591446e-06;126861.899999968;1900;17;16;1;23359735.9185579;122756240.217583;2792.629;GPS;2;0;0;28;20.48;0.06;8.192;1;1;23.30880198495016;121.85956163619005
